,Pilot_1,Pilot_2,Bluetooth_Tester_3,Pilot_3,Pilot_4,Pilot_5,Bluetooth_Tester_1,Pilot_6,Pilot_7,Pilot_8,Pilot_9,Pilot_23
2023-01-27 09:40:00+00:00,7.010649135638931,47.19004798111561,4.509801307536117,14.532586574358112,26.190274521761253,16.12745032688403,8.323943085468805,22.019859085503715,13.268647884805434,314.37726039982107,17.423824777784734,42.22896536091924
2023-01-27 09:40:00.040000+00:00,14.037897313569779,48.2929203946001,5.656854249492381,16.75303075280049,49.97762688630962,12.87223317192103,5.95213548685034,12.918874277661082,11.771125556323748,112.04374375284587,16.212167509788905,60.81931749435419
2023-01-27 09:40:00.080000+00:00,12.694574601216658,54.35588406558795,5.656854249492381,9.134755775564397,26.571983076610074,18.448460760890462,4.0,10.231135521791611,18.580715266766177,66.46433651587877,16.86583433714725,43.57286127466994
2023-01-27 09:40:00.120000+00:00,12.0,44.025180581172044,7.832567422374063,18.814618200354037,12.000000000000004,8.062257748298553,4.637251634420146,13.414691403565927,10.022051572836741,60.61855979847512,16.319296717733973,19.680159275829375
2023-01-27 09:40:00.160000+00:00,14.966629547095765,32.64558588742708,9.51452685028353,15.886798664040132,16.0,14.177446878757827,8.259170454828837,10.304637071818265,9.797958971132712,42.47873435354693,18.80887558049982,31.524229086628566
2023-01-27 09:40:00.200000+00:00,6.609629572237159,32.73423273355448,7.395396694001569,17.266923741534008,20.458368986849486,5.090871890905578,9.820512820512821,15.8739237630537,18.24405474821496,71.02588168276098,24.393339213285586,32.304713835703474
2023-01-27 09:40:00.240000+00:00,14.482975743636592,37.05256485743771,6.153846153846155,13.520037305835869,22.477003657993567,8.395944796813678,9.011300011507943,26.537248349979965,14.814494698526754,77.76146754160467,23.313586868353493,22.729321534847493
2023-01-27 09:40:00.280000+00:00,14.966629547095765,25.15790682613551,5.42656054808294,19.14969497860637,17.86148076969666,5.909732531069825,10.597886007270063,30.959728192697437,12.0,50.696348171153296,25.100181477388862,54.61631389692498
2023-01-27 09:40:00.320000+00:00,14.436509488022631,25.226860094053187,6.27622939397647,23.67027589534234,37.03738423549963,8.94427190999916,7.674315524137673,46.950501240712754,11.58974358974359,54.61713971509582,49.467348259835376,57.148118937059806
2023-01-27 09:40:00.360000+00:00,10.390811039174148,42.55261084452019,2.6108558074580253,34.47056636157622,17.60723872282114,9.615191777788725,4.764701961304176,60.01146305870567,8.18384373487905,62.712403872320664,41.825516848373354,31.271938505494752
2023-01-27 09:40:00.400000+00:00,14.049558163108886,69.07264286393769,0.0,16.00095857767411,45.893080429187826,14.182865882572298,4.934635730482881,41.06233315772931,12.116454447907712,120.66032802820011,31.011695901936434,58.76159246090272
2023-01-27 09:40:00.440000+00:00,11.451535983846007,77.99565199539703,2.358974358974357,95.11291940714577,23.99015059199136,16.209473983183056,7.547119404283777,43.87166519198169,26.534406305713894,99.20478126523525,64.15605972938177,63.28014512447611
2023-01-27 09:40:00.480000+00:00,9.119387204590657,55.85973367078368,4.0,86.35324564060758,55.12485464774724,25.883827858406036,8.94427190999916,20.155592071999763,22.830195918329437,44.75788890848784,38.28837943815333,47.52979346454338
2023-01-27 09:40:00.520000+00:00,9.383045362409778,40.61878432564159,1.5384615384615405,60.96198074796476,34.05894574891231,27.376512603387777,5.901643042307372,19.296471646891714,14.29163618463174,33.24263005839555,20.785874631812142,47.429122753907464
2023-01-27 09:40:00.560000+00:00,9.025641025641026,49.26862684735737,0.0,66.13352448882907,30.09343350337394,20.862779927155486,5.06208605736691,13.325465865859739,12.596884780922336,47.5332186992898,13.705132673315354,169.63298526350084
2023-01-27 09:40:00.600000+00:00,12.83674166712957,57.73219701737879,2.666666666666663,52.26402409633691,34.20849424967189,12.878985489610667,5.656854249492381,30.122167926444607,8.375637154179673,33.39998133700525,32.98705710926642,112.60003226836264
2023-01-27 09:40:00.640000+00:00,17.6428417271889,71.88691306224354,4.0,100.9723248705035,56.75918815053855,24.584384144363984,6.537018928496085,26.24300475294301,6.928203230275509,24.006628017562228,33.562902056448856,42.77509725959445
2023-01-27 09:40:00.680000+00:00,20.7650892706309,63.24605933376052,7.549733678973755,78.97984652458383,56.44808025390043,22.31883372410141,6.015439859456853,43.49962288984338,6.504420236681133,48.49377962159289,61.53622443262942,36.93267567202899
2023-01-27 09:40:00.720000+00:00,15.685990183489075,76.612969976816,5.267762028204927,20.742688679408722,60.17852490307276,17.769230769230784,6.602216312125985,16.50680239083453,8.724727047819616,46.783896187375774,33.10478994303534,81.1196452101608
2023-01-27 09:40:00.760000+00:00,12.727922061357855,37.13134713843315,0.9230769230769256,109.55211229316862,81.7560703377319,16.875,9.13570764631951,36.02452711713228,13.785709654252004,51.46422146197226,18.169714342909906,21.628320279415306
2023-01-27 09:40:00.800000+00:00,5.019602615072234,65.1789368990485,3.1794871794871793,132.4990566004151,96.88928281661643,24.29740786635113,9.797958971132712,24.657656011875904,11.552513844696286,34.23758311868397,21.01212824065761,17.88854381999832
2023-01-27 09:40:00.840000+00:00,6.378649834310839,111.77369736136751,0.7179487179487296,81.49679475162745,115.09799188202408,25.27733550632087,11.604761866613558,27.242492470227802,8.620623282575918,55.065427327701855,35.26207286738055,28.22372487685087
2023-01-27 09:40:00.880000+00:00,14.68089993243382,115.0548685155464,3.384615384615383,54.20345682033267,95.97432485830046,28.432170325186895,6.632722826493556,8.507104811281964,11.305641994619794,44.29350450229817,37.24182623096466,25.533595613436155
2023-01-27 09:40:00.920000+00:00,18.215367483274967,62.346992800337205,10.974358974358974,46.62165149510034,85.4726790356973,33.588740075992895,9.267048109383952,18.098311843697548,18.830303018410767,62.51591998343635,41.85469463151064,17.6083004052215
2023-01-27 09:40:00.960000+00:00,12.03266044184359,101.25109604565338,10.023809333067824,23.52925699288793,149.44555958133296,44.32344714840073,7.222537152414717,20.43084706082046,16.281037473864398,20.66378306850917,42.31659431668207,9.906941742801614
2023-01-27 09:40:01+00:00,11.911783680592515,73.01051777240913,9.009940145470974,31.482189812277195,132.01815773295553,34.883385102002855,4.225246402328894,17.263417286627572,20.025623830874483,49.3801973254532,27.004555742099136,18.222046081917064
2023-01-27 09:40:01.040000+00:00,15.158057080750583,73.56183023105527,0.4586806107691892,57.43235158290347,67.48629442393815,14.538461538461554,5.571887364903027,6.47044205702806,18.142271407801182,49.39594252362525,19.883354717418097,19.77065260758559
2023-01-27 09:40:01.080000+00:00,18.175216281842765,89.73998842311104,8.71493160461459,76.47110696973797,37.958348647058706,25.865143971953277,4.082842712474619,7.093095041002354,27.411801078968026,69.91177851250976,13.900519362456732,33.720746178229206
2023-01-27 09:40:01.120000+00:00,15.59164776477244,135.10112849455714,4.123606797749965,72.55571083112078,60.72561602360406,33.141582459492156,8.817495707178683,7.807626220818679,38.70179271795069,54.589376255824725,24.535403360374914,24.21635597700163
2023-01-27 09:40:01.160000+00:00,10.051168193892778,84.31488599292565,4.0,44.763159612513476,60.643219076453576,27.35988452444937,8.94427190999916,6.820494718923171,34.04422464118417,37.947331922020645,33.11741576151005,23.774989868339276
2023-01-27 09:40:01.200000+00:00,19.215893205360317,160.44678481915085,0.229340305384569,87.38095266543637,70.48885463961685,61.519541289314645,9.649293356488299,9.406208145474686,37.6837716951888,35.42712631416495,30.235013644020537,18.83080532298297
